% px	py	px_measured	py_measured	px_true	py_true	0.00985559	-0.00985559	0	0	0	0
193.474	37.2785	193.471	37.2789	193.738	37.3853
193.495	37.2829	193.555	37.4234	193.738	37.3853
195.973	37.3898	195.991	37.3991	195.762	37.3598
195.868	37.3823	195.507	37.4891	195.762	37.3598
197.721	37.7307	197.725	37.7285	197.683	37.2395
197.675	37.7218	197.582	37.303	197.683	37.2395
199.294	37.3021	199.294	37.2862	199.497	37.0353
199.309	37.3071	199.356	37.3527	199.497	37.0353
201.526	36.9882	201.549	36.9973	201.203	36.7587
201.405	36.9778	200.932	37.4694	201.203	36.7587
202.962	36.4598	202.962	36.4568	202.801	36.4212
202.922	36.4497	202.65	37.2445	202.801	36.4212
203.992	36.1867	203.991	36.1967	204.294	36.0343
203.976	36.1777	203.809	36.2941	204.294	36.0343
